"user";"revenue";"units";"tsls";"rating";"ttp";"total.sessions";"completed";"completed.post";"win.rate";"tries";"device";"tbs";"tsad";"dia"
2818;"NULL";"NULL";"116153";1;1403;3;"0.222222222222";"0.222222222222";"0.6";"5.0";"iphone";"30264.0";177626;146
5322;"NULL";"NULL";"NULL";1;0;1;"0.155555555556";"0.155555555556";"1.0";"2.0";"iphone";"NULL";125484;NA
6627;"NULL";"NULL";"NULL";0;0;1;"0.4";"0.4";"0.8";"15.0";"ipad";"NULL";101717;NA
6607;"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"0.5";"6.0";"iphone";"NULL";164651;NA
2270;"NULL";"NULL";"63600";0;430;2;"0.222222222222";"0.222222222222";"1.0";"2.0";"iphone";"28549.0";92273;147
1333;"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"ipad";"NULL";150822;NA
4200;"NULL";"NULL";"NULL";0;0;1;"0.288888888889";"0.288888888889";"0.875";"8.0";"iphone";"NULL";96326;NA
4626;"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"ipod";"NULL";72958;NA
744;"NULL";"NULL";"NULL";-1;0;1;"0.155555555556";"0.155555555556";"0.5";"2.0";"ipad";"NULL";160691;NA
4379;"NULL";"NULL";"108203";0;5388;7;"0.4";"0.4";"0.568181818182";"44.0";"iphone";"13222.3333333";187509;146
1471;"NULL";"NULL";"180436";0;295;2;"0.155555555556";"0.155555555556";"1.0";"2.0";"iphone";"301.0";180732;145
3680;"NULL";"NULL";"118931";0;4237;11;"0.177777777778";"0.177777777778";"0.163265306122";"49.0";"iphone";"10484.4";214642;146
7570;"NULL";"NULL";"252754";-1;307;3;"0.155555555556";"0.155555555556";"0.666666666667";"3.0";"iphone";"149.0";253178;145
9026;"NULL";"NULL";"33280";-1;2185;7;"0.133333333333";"0.177777777778";"0.1875";"32.0";"ipad";"28827.3333333";206445;147
1773;"NULL";"NULL";"NULL";0;0;1;"0.177777777778";"0.177777777778";"0.75";"4.0";"ipad";"NULL";163732;NA
2935;"NULL";"NULL";"NULL";0;0;1;"0.177777777778";"0.177777777778";"0.2";"10.0";"ipad";"NULL";134820;NA
3378;"NULL";"NULL";"183499";0;2404;1;"0.4";"0.4";"0.6875";"16.0";"ipad";"NULL";185904;145
7835;"NULL";"NULL";"174261";0;800;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"NULL";175062;145
716;"NULL";"NULL";"39938";0;14540;8;"0.555555555556";"0.555555555556";"0.338235294118";"68.0";"ipad";"12382.2857143";126586;147
7044;"NULL";"NULL";"13612";-1;81;2;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"6676.0";20367;147
4557;"NULL";"NULL";"35967";-1;198;2;"0.133333333333";"0.155555555556";"0.5";"2.0";"ipod";"200.0";36301;147
1129;"NULL";"NULL";"204172";0;6281;9;"0.555555555556";"0.555555555556";"0.59375";"32.0";"iphone";"2860.375";226193;145
3733;"NULL";"NULL";"27937";0;1430;1;"0.444444444444";"0.511111111111";"0.714285714286";"14.0";"ipad";"NULL";29368;147
8614;"NULL";"NULL";"NULL";0;0;1;"0.2";"0.2";"1.0";"4.0";"iphone";"NULL";185042;NA
6866;"NULL";"NULL";"22790";0;2745;5;"0.333333333333";"0.333333333333";"0.5625";"16.0";"ipad";"40385.25";184381;147
1553;"NULL";"NULL";"8252";0;3969;6;"0.333333333333";"0.422222222222";"0.533333333333";"15.0";"ipad";"42085.4";218806;147
5681;"NULL";"NULL";"34438";0;3918;10;"0.444444444444";"0.444444444444";"0.41935483871";"31.0";"ipad";"11793.6666667";140586;147
8421;"NULL";"NULL";"8379";0;554;2;"0.2";"0.311111111111";"0.833333333333";"6.0";"ipod";"2781.0";11581;147
8985;"NULL";"NULL";"129476";0;1453;5;"0.355555555556";"0.355555555556";"0.666666666667";"12.0";"iphone";"12553.75";179738;146
8624;"NULL";"NULL";"25449";0;214;2;"0.177777777778";"0.177777777778";"0.4";"5.0";"iphone";"77.0";25728;147
6024;"NULL";"NULL";"15829";0;7850;12;"0.666666666667";"0.688888888889";"0.827586206897";"29.0";"iphone";"15924.8181818";192896;147
4968;"NULL";"NULL";"NULL";-1;0;1;"0.155555555556";"0.155555555556";"1.0";"2.0";"iphone";"NULL";10985;NA
1649;"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"0.75";"4.0";"iphone";"NULL";165423;NA
518;"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"NULL";83417;NA
330;"NULL";"NULL";"76140";0;2108;6;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"7529.6";113957;147
5741;"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"ipad";"NULL";103772;NA
1374;"NULL";"NULL";"NULL";0;0;1;"0.177777777778";"0.177777777778";"0.5";"4.0";"iphone";"NULL";169613;NA
8992;"NULL";"NULL";"38977";0;5539;6;"0.444444444444";"0.444444444444";"0.394736842105";"38.0";"iphone";"17426.6";126064;147
4145;"NULL";"NULL";"95603";1;7873;10;"0.444444444444";"0.444444444444";"0.6875";"16.0";"iphone";"13964.3333333";222365;146
705;"NULL";"NULL";"18372";0;3295;3;"0.288888888889";"0.288888888889";"0.342857142857";"35.0";"ipod";"52323.0";124364;147
1457;"NULL";"NULL";"NULL";0;0;1;"0.266666666667";"0.266666666667";"1.0";"5.0";"ipad";"NULL";202772;NA
7761;"NULL";"NULL";"7228";0;4094;10;"0.4";"0.822222222222";"0.611111111111";"18.0";"iphone";"2718.66666667";31893;147
6297;"NULL";"NULL";"109710";1;1233;4;"0.266666666667";"0.266666666667";"0.384615384615";"13.0";"ipod";"31759.6666667";204992;146
444;"NULL";"NULL";"179528";0;472;2;"0.222222222222";"0.222222222222";"0.428571428571";"7.0";"iphone";"574.0";180142;145
2238;"NULL";"NULL";"25024";0;7962;22;"0.4";"0.4";"0.365384615385";"52.0";"iphone";"8361.95238095";200787;147
6949;"NULL";"NULL";"NULL";-1;0;1;"0.155555555556";"0.155555555556";"0.5";"2.0";"ipad";"NULL";187923;NA
7091;"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"NULL";113263;NA
7524;"NULL";"NULL";"23919";-1;1301;4;"0.177777777778";"0.177777777778";"0.0833333333333";"12.0";"iphone";"27332.0";106162;147
1879;"NULL";"NULL";"91659";0;2928;4;"0.555555555556";"0.555555555556";"0.882352941176";"17.0";"ipad";"83039.3333333";255203;146
6792;"NULL";"NULL";"75656";0;11955;7;"0.222222222222";"0.222222222222";"0.6";"5.0";"ipad";"16564.5";178672;147
9958;"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"NULL";4533;NA
5404;"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"0.3";"20.0";"ipad";"NULL";227362;NA
9916;"NULL";"NULL";"84658";0;3485;3;"0.333333333333";"0.333333333333";"0.722222222222";"18.0";"ipad";"3145.5";92548;147
1166;"NULL";"NULL";"137131";0;329;2;"0.288888888889";"0.288888888889";"0.75";"12.0";"ipad";"20246.0";157707;146
9070;"NULL";"NULL";"165629";-1;9;3;"0.133333333333";"0.133333333333";"NULL";"NULL";"ipad";"29014.0";170622;146
3728;"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"0.5";"2.0";"iphone";"NULL";217750;NA
8349;"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"ipad";"NULL";97571;NA
5489;"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"2.0";"ipad";"NULL";5485;NA
3665;"NULL";"NULL";"217353";-1;589;2;"0.155555555556";"0.155555555556";"0.5";"6.0";"iphone";"623.0";217943;145
1146;"NULL";"NULL";"200800";0;111;2;"0.222222222222";"0.222222222222";"0.666666666667";"3.0";"ipad";"1110.0";200912;145
2862;"NULL";"NULL";"29155";1;17564;19;"0.533333333333";"0.533333333333";"0.412587412587";"143.0";"iphone";"4809.11111111";115682;147
2754;"NULL";"NULL";"7695";0;3317;9;"0.444444444444";"0.444444444444";"0.8";"15.0";"iphone";"2272.75";26729;147
7598;"NULL";"NULL";"5451";0;4947;12;"0.333333333333";"0.444444444444";"0.7";"10.0";"iphone";"2689.09090909";36106;147
7006;"NULL";"NULL";"99660";0;219;2;"0.222222222222";"0.222222222222";"0.75";"4.0";"iphone";"1117.0";99880;146
5740;"NULL";"NULL";"192548";-1;276;1;"0.133333333333";"0.222222222222";"0.333333333333";"3.0";"iphone";"NULL";192825;145
5019;"NULL";"NULL";"3751";-1;2199;4;"0.177777777778";"0.177777777778";"0.190476190476";"21.0";"iphone";"82878.0";253528;147
2537;"NULL";"NULL";"NULL";-1;0;1;"0.155555555556";"0.155555555556";"0.333333333333";"3.0";"ipad";"NULL";47642;NA
1858;"NULL";"NULL";"NULL";1;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"NULL";99639;NA
2516;"NULL";"NULL";"NULL";0;0;1;"0.155555555556";"0.155555555556";"1.0";"2.0";"ipad";"NULL";89324;NA
5766;"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"ipad";"NULL";95880;NA
5319;"NULL";"NULL";"75457";0;16359;10;"0.666666666667";"0.888888888889";"0.384615384615";"52.0";"iphone";"22704.4444444";205215;147
3834;"NULL";"NULL";"196542";0;2811;8;"0.444444444444";"0.711111111111";"0.705882352941";"17.0";"iphone";"3128.71428571";219689;145
8702;"NULL";"NULL";"5153";-1;142;3;"0.133333333333";"0.488888888889";"0.333333333333";"3.0";"iphone";"674.5";6595;147
6479;"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"0.5";"2.0";"iphone";"NULL";193660;NA
2344;"NULL";"NULL";"NULL";-1;0;1;"0.155555555556";"0.155555555556";"0.5";"2.0";"ipad";"NULL";222317;NA
7628;"NULL";"NULL";"33424";0;2362;5;"0.333333333333";"0.333333333333";"0.545454545455";"11.0";"iphone";"14638.5";92483;147
7573;"NULL";"NULL";"1892";-1;172;2;"0.155555555556";"0.155555555556";"0.333333333333";"3.0";"iphone";"18375.0";20395;147
8924;"NULL";"NULL";"122093";-1;94;2;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"95848.0";217943;146
4266;"NULL";"NULL";"27398";0;5313;19;"0.333333333333";"0.888888888889";"0.176470588235";"51.0";"ipad";"6082.94444444";133705;147
6853;"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"0.75";"4.0";"iphone";"NULL";20867;NA
1723;"NULL";"NULL";"156997";-1;297;4;"0.288888888889";"0.311111111111";"0.296296296296";"27.0";"iphone";"885.333333333";159707;146
7128;"NULL";"NULL";"10434";-1;628;3;"0.155555555556";"0.311111111111";"0.5";"2.0";"iphone";"42811.0";96200;147
8456;"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"NULL";55935;NA
2174;"NULL";"NULL";"43882";0;1078;2;"0.177777777778";"0.177777777778";"0.285714285714";"7.0";"ipad";"191848.0";235732;147
3666;"NULL";"NULL";"31964";-1;1393;2;"0.177777777778";"0.177777777778";"NULL";"NULL";"ipad";"152393.0";185751;147
8101;"NULL";"NULL";"NULL";0;0;1;"0.155555555556";"0.155555555556";"1.0";"2.0";"ipad";"NULL";170141;NA
6065;"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"ipad";"NULL";98004;NA
2402;"NULL";"NULL";"210851";0;7;2;"0.266666666667";"0.266666666667";"0.833333333333";"6.0";"iphone";"93180.0";210859;145
5537;"NULL";"NULL";"166667";-1;37;2;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"58.0";166705;146
4193;"NULL";"NULL";"7332";0;6501;7;"0.555555555556";"0.666666666667";"0.472222222222";"36.0";"ipad";"40738.3333333";251954;147
5226;"NULL";"NULL";"42842";0;2281;4;"0.444444444444";"0.444444444444";"0.761904761905";"21.0";"iphone";"60466.0";224590;147
7371;"NULL";"NULL";"44819";-1;312;2;"0.155555555556";"0.155555555556";"0.6";"5.0";"iphone";"441.0";45132;147
5482;"NULL";"NULL";"79435";0;8384;1;"0.466666666667";"0.822222222222";"0.8125";"16.0";"ipad";"NULL";87820;147
3019;"NULL";"NULL";"22470";0;13874;3;"0.666666666667";"0.666666666667";"0.633333333333";"30.0";"ipad";"19932.5";65604;147
8644;"NULL";"NULL";"56723";0;15359;11;"0.4";"0.4";"0.221153846154";"104.0";"ipad";"19684.1";253854;147
4510;"NULL";"NULL";"42431";0;472;2;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"490.0";42904;147
7319;"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"NULL";33847;NA
671;"NULL";"NULL";"11301";0;2823;21;"0.444444444444";"0.444444444444";"0.647058823529";"17.0";"iphone";"4221.75";95803;147
1065;"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"NULL";27987;NA
1257;"NULL";"NULL";"NULL";0;0;1;"0.333333333333";"0.333333333333";"0.777777777778";"9.0";"ipad";"NULL";193415;NA
2125;"NULL";"NULL";"18686";1;4721;11;"0.333333333333";"0.666666666667";"0.666666666667";"15.0";"iphone";"14788.2";158005;147
9863;"NULL";"NULL";"3548";1;6381;7;"0.444444444444";"0.844444444444";"0.529411764706";"34.0";"iphone";"12459.1666667";80352;147
6939;"NULL";"NULL";"NULL";0;0;1;"0.2";"0.2";"0.571428571429";"7.0";"iphone";"NULL";135180;NA
4442;"NULL";"NULL";"25311";0;3845;4;"0.4";"0.4";"0.666666666667";"18.0";"iphone";"56973.6666667";196250;147
346;"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"NULL";108998;NA
6366;"NULL";"NULL";"150318";0;3445;9;"0.333333333333";"0.333333333333";"0.333333333333";"27.0";"iphone";"10354.125";233278;146
4879;"NULL";"NULL";"2827";0;943;4;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"80466.6666667";244228;147
2446;"NULL";"NULL";"26945";1;8985;14;"0.622222222222";"0.711111111111";"0.641025641026";"39.0";"iphone";"7304.61538462";122641;147
9835;"NULL";"NULL";"69081";0;894;2;"0.222222222222";"0.222222222222";"0.75";"4.0";"ipad";"36876.0";69976;147
2742;"NULL";"NULL";"29036";0;3933;6;"0.555555555556";"0.711111111111";"0.615384615385";"26.0";"iphone";"23724.2";147790;147
8705;"NULL";"NULL";"10400";0;6307;12;"0.622222222222";"0.622222222222";"0.365384615385";"52.0";"iphone";"14996.0";177923;147
1941;"NULL";"NULL";"214135";0;7275;4;"0.511111111111";"0.511111111111";"0.620689655172";"29.0";"iphone";"4209.66666667";226690;145
818;"NULL";"NULL";"42362";-1;767;3;"0.177777777778";"0.177777777778";"0.0833333333333";"12.0";"ipad";"8125.0";58679;147
1351;"NULL";"NULL";"114818";0;447;3;"0.2";"0.2";"0.571428571429";"7.0";"ipad";"51851.0";130474;146
803;"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"0.333333333333";"3.0";"ipad";"NULL";102413;NA
6431;"NULL";"NULL";"32400";0;16679;10;"0.733333333333";"0.777777777778";"0.553571428571";"56.0";"ipad";"18734.3333333";207023;147
3471;"NULL";"NULL";"130995";0;1017;3;"0.266666666667";"0.266666666667";"0.428571428571";"14.0";"iphone";"47032.0";225066;146
9314;"NULL";"NULL";"46560";0;853;2;"0.4";"0.4";"0.733333333333";"15.0";"iphone";"4693.0";47414;147
2468;"NULL";"NULL";"205728";0;1661;5;"0.377777777778";"0.377777777778";"0.794871794872";"39.0";"ipad";"1829.5";207511;145
9388;"NULL";"NULL";"NULL";-1;0;1;"0.155555555556";"0.155555555556";"0.333333333333";"3.0";"iphone";"NULL";211710;NA
832;"NULL";"NULL";"NULL";-1;0;1;"0.155555555556";"0.155555555556";"1.0";"2.0";"iphone";"NULL";137422;NA
5774;"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"ipod";"NULL";136432;NA
5597;"NULL";"NULL";"42706";1;933;2;"0.177777777778";"0.177777777778";"0.285714285714";"7.0";"ipad";"3610.0";46473;147
3868;"NULL";"NULL";"75170";0;954;3;"0.222222222222";"0.4";"0.3";"10.0";"iphone";"19635.0";114681;147
6362;"NULL";"NULL";"16059";0;1124;1;"0.177777777778";"0.222222222222";"0.285714285714";"7.0";"iphone";"NULL";17184;147
3548;"NULL";"NULL";"19863";1;16518;27;"0.733333333333";"0.733333333333";"0.297297297297";"74.0";"ipad";"1166860.96154";211825;147
2880;"NULL";"NULL";"16685";0;4030;7;"0.511111111111";"0.555555555556";"0.619047619048";"21.0";"ipad";"14192.0";103519;147
3643;"NULL";"NULL";"NULL";0;0;1;"0.266666666667";"0.266666666667";"0.666666666667";"6.0";"iphone";"NULL";126178;NA
4150;"NULL";"NULL";"38219";0;2069;1;"0.222222222222";"0.422222222222";"0.3";"10.0";"ipad";"NULL";40289;147
1299;"NULL";"NULL";"NULL";-1;0;1;"0.155555555556";"0.155555555556";"0.5";"2.0";"iphone";"NULL";16038;NA
712;"NULL";"NULL";"38540";0;13595;11;"0.666666666667";"0.711111111111";"0.384615384615";"52.0";"ipad";"17517.3";214246;147
3015;"NULL";"NULL";"21758";1;6272;2;"0.622222222222";"0.666666666667";"0.685714285714";"35.0";"iphone";"6423.0";29199;147
6690;"NULL";"NULL";"16298";0;5999;13;"0.666666666667";"0.733333333333";"0.725";"40.0";"iphone";"19498.1666667";250756;147
121;"NULL";"NULL";"170883";-1;6;2;"0.133333333333";"0.133333333333";"1.0";"1.0";"ipod";"29.0";170890;146
9379;"NULL";"NULL";"NULL";0;0;1;"0.155555555556";"0.155555555556";"1.0";"2.0";"ipad";"NULL";130109;NA
1958;"NULL";"NULL";"52336";0;627;1;"0.177777777778";"0.177777777778";"0.285714285714";"7.0";"ipod";"NULL";52964;147
6543;"NULL";"NULL";"2264";0;5885;11;"0.177777777778";"0.2";"0.269230769231";"26.0";"ipad";"3057.2";31787;147
9570;"NULL";"NULL";"NULL";-1;0;1;"0.177777777778";"0.177777777778";"0.0909090909091";"11.0";"iphone";"NULL";151339;NA
6470;"NULL";"NULL";"NULL";0;0;1;"0.155555555556";"0.155555555556";"1.0";"2.0";"iphone";"NULL";36505;NA
3754;"NULL";"NULL";"102866";-1;288;4;"0.133333333333";"0.222222222222";"NULL";"NULL";"ipad";"8219.33333333";127534;146
629;"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"ipad";"NULL";176229;NA
1309;"NULL";"NULL";"231276";0;684;2;"0.444444444444";"0.444444444444";"0.916666666667";"12.0";"ipad";"26985.0";231961;145
4460;"NULL";"NULL";"63531";0;520;1;"0.222222222222";"0.222222222222";"1.0";"2.0";"iphone";"NULL";64052;147
7409;"NULL";"NULL";"NULL";0;0;1;"0.177777777778";"0.177777777778";"0.666666666667";"3.0";"ipad";"NULL";191867;NA
8987;"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"NULL";211333;NA
4188;"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"0.75";"4.0";"iphone";"NULL";89397;NA
4445;"NULL";"NULL";"148893";0;1700;2;"0.222222222222";"0.222222222222";"0.6";"5.0";"iphone";"72890.0";222364;146
8170;"NULL";"NULL";"56858";0;1822;4;"0.333333333333";"0.333333333333";"0.888888888889";"9.0";"iphone";"47984.6666667";192707;147
975;"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"NULL";32269;NA
6834;"NULL";"NULL";"194331";-1;166;3;"0.133333333333";"0.133333333333";"0.25";"4.0";"ipod";"12178.0";194629;145
505;"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"NULL";14728;NA
4270;"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"ipad";"NULL";130856;NA
5827;"NULL";"NULL";"34082";0;2175;3;"0.444444444444";"0.511111111111";"0.647058823529";"17.0";"iphone";"7615.5";49982;147
7181;"NULL";"NULL";"158478";0;5285;2;"0.555555555556";"0.555555555556";"0.75";"20.0";"iphone";"82960.0";244357;146
827;"NULL";"NULL";"211554";0;1913;5;"0.266666666667";"0.266666666667";"0.352941176471";"17.0";"ipad";"41882.5";218650;145
4676;"NULL";"NULL";"26510";-1;1016;8;"0.177777777778";"0.177777777778";"0.166666666667";"12.0";"ipad";"13881.8571429";123729;147
2333;"NULL";"NULL";"8155";0;517;1;"0.177777777778";"0.177777777778";"0.5";"4.0";"ipad";"NULL";8673;147
4544;"NULL";"NULL";"17658";0;8190;6;"0.666666666667";"0.777777777778";"0.558823529412";"34.0";"iphone";"9721.4";67360;147
5125;"NULL";"NULL";"29305";-1;320;5;"0.155555555556";"0.155555555556";"0.666666666667";"3.0";"ipod";"8218.0";62376;147
6370;"NULL";"NULL";"93325";0;0;2;"0.155555555556";"0.155555555556";"0.4";"5.0";"ipad";"20.0";93326;146
1732;"NULL";"NULL";"19792";1;25187;13;"1.0";"1.11111111111";"0.326923076923";"104.0";"ipad";"15777.9166667";210989;147
9902;"NULL";"NULL";"170818";-1;141;2;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"5772.0";170960;146
8610;"NULL";"NULL";"35591";0;1530;6;"0.222222222222";"0.222222222222";"0.5";"8.0";"ipad";"35046.0";211222;147
5754;"NULL";"NULL";"65060";0;3679;4;"0.444444444444";"0.466666666667";"0.545454545455";"22.0";"iphone";"44751.3333333";200021;147
1582;"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"2.0";"ipad";"NULL";185393;NA
3086;"NULL";"NULL";"8037";0;5811;2;"0.555555555556";"0.666666666667";"0.727272727273";"22.0";"iphone";"4983.0";14259;147
9372;"NULL";"NULL";"113914";0;599;2;"0.155555555556";"0.155555555556";"0.666666666667";"3.0";"ipad";"8061.0";114514;146
5739;"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"0.5";"6.0";"ipad";"NULL";116284;NA
6428;"NULL";"NULL";"NULL";0;0;1;"0.288888888889";"0.288888888889";"0.875";"8.0";"iphone";"NULL";109315;NA
3757;"NULL";"NULL";"8487";-1;301;2;"0.155555555556";"0.333333333333";"0.5";"2.0";"iphone";"39.0";8794;147
2857;"NULL";"NULL";"26078";1;661;2;"0.222222222222";"0.288888888889";"0.5";"6.0";"iphone";"5070.0";26740;147
3137;"NULL";"NULL";"7774";0;2020;5;"0.222222222222";"0.288888888889";"0.666666666667";"9.0";"iphone";"19618.0";86746;147
8387;"NULL";"NULL";"50411";0;4229;8;"0.555555555556";"0.666666666667";"0.484848484848";"33.0";"ipad";"7178.28571429";101266;147
9293;"NULL";"NULL";"6118";0;1069;1;"0.266666666667";"0.444444444444";"0.625";"8.0";"ipad";"NULL";7188;147
2817;"NULL";"NULL";"14829";-1;138;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"ipad";"NULL";14968;147
1413;"NULL";"NULL";"71737";0;919;6;"0.222222222222";"0.222222222222";"1.0";"4.0";"iphone";"18165.8";162474;147
3036;"NULL";"NULL";"8426";0;490;1;"0.222222222222";"0.6";"1.0";"3.0";"iphone";"NULL";8917;147
361;"NULL";"NULL";"NULL";-1;0;1;"NULL";"NULL";"NULL";"NULL";"iphone";"NULL";225557;NA
6623;"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"ipad";"NULL";210682;NA
7544;"NULL";"NULL";"182264";0;877;2;"0.355555555556";"0.355555555556";"1.0";"9.0";"ipad";"47315.0";183142;145
8741;"NULL";"NULL";"887";0;1878;1;"0.333333333333";"0.4";"0.7";"10.0";"ipad";"NULL";2766;147
8748;"NULL";"NULL";"3677";0;15280;14;"0.888888888889";"1.0";"0.492957746479";"71.0";"iphone";"15157.7692308";201520;147
6527;"NULL";"NULL";"84218";0;884;2;"0.222222222222";"0.222222222222";"1.0";"3.0";"ipad";"73240.0";85103;147
1563;"NULL";"NULL";"1934";0;4670;7;"0.466666666667";"0.555555555556";"0.690476190476";"42.0";"iphone";"30611.6666667";186948;147
6341;"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"0.5";"2.0";"iphone";"NULL";234105;NA
