user,revenue,units,ls.date,tsls,rating,ttp,total.sessions,completed,completed.post,win.rate,tries,device,tbs,tsad
744,NULL,NULL,NULL,NULL,-1,0,1,0.155555555556,0.155555555556,0.5,2.0,ipad,NULL,160691
4379,NULL,NULL,2015-05-26,108203,0,5388,7,0.4,0.4,0.568181818182,44.0,iphone,13222.3333333,187509
1471,NULL,NULL,2015-05-25,180436,0,295,2,0.155555555556,0.155555555556,1.0,2.0,iphone,301.0,180732
7067,NULL,NULL,2015-05-26,124196,-1,5,2,0.155555555556,0.155555555556,0.333333333333,3.0,iphone,265.0,124202
3680,NULL,NULL,2015-05-26,118931,0,4237,11,0.177777777778,0.177777777778,0.163265306122,49.0,iphone,10484.4,214642
7570,NULL,NULL,2015-05-25,252754,-1,307,3,0.155555555556,0.155555555556,0.666666666667,3.0,iphone,149.0,253178
9026,NULL,NULL,2015-05-27,33280,-1,2185,7,0.133333333333,0.177777777778,0.1875,32.0,ipad,28827.3333333,206445
4759,NULL,NULL,NULL,NULL,0,0,1,0.266666666667,0.266666666667,0.833333333333,6.0,iphone,NULL,253368
1773,NULL,NULL,NULL,NULL,0,0,1,0.177777777778,0.177777777778,0.75,4.0,ipad,NULL,163732
2935,NULL,NULL,NULL,NULL,0,0,1,0.177777777778,0.177777777778,0.2,10.0,ipad,NULL,134820
3378,NULL,NULL,2015-05-25,183499,0,2404,1,0.4,0.4,0.6875,16.0,ipad,NULL,185904
7835,NULL,NULL,2015-05-25,174261,0,800,1,0.222222222222,0.222222222222,1.0,3.0,iphone,NULL,175062
716,NULL,NULL,2015-05-27,39938,0,14540,8,0.555555555556,0.555555555556,0.338235294118,68.0,ipad,12382.2857143,126586
7044,NULL,NULL,2015-05-27,13612,-1,81,2,0.133333333333,0.133333333333,NULL,NULL,iphone,6676.0,20367
4557,NULL,NULL,2015-05-27,35967,-1,198,2,0.133333333333,0.155555555556,0.5,2.0,ipod,200.0,36301
1129,NULL,NULL,2015-05-25,204172,0,6281,9,0.555555555556,0.555555555556,0.59375,32.0,iphone,2860.375,226193
8572,NULL,NULL,2015-05-27,10215,0,1206,2,0.222222222222,0.222222222222,0.75,4.0,ipod,343.0,11474
3733,NULL,NULL,2015-05-27,27937,0,1430,1,0.444444444444,0.511111111111,0.714285714286,14.0,ipad,NULL,29368
8614,NULL,NULL,NULL,NULL,0,0,1,0.2,0.2,1.0,4.0,iphone,NULL,185042
6866,NULL,NULL,2015-05-27,22790,0,2745,5,0.333333333333,0.333333333333,0.5625,16.0,ipad,40385.25,184381
1553,NULL,NULL,2015-05-27,8252,0,3969,6,0.333333333333,0.422222222222,0.533333333333,15.0,ipad,42085.4,218806
574,NULL,NULL,2015-05-27,24854,0,12399,20,0.666666666667,0.666666666667,0.367088607595,79.0,iphone,10310.5789474,220755
5681,NULL,NULL,2015-05-27,34438,0,3918,10,0.444444444444,0.444444444444,0.41935483871,31.0,ipad,11793.6666667,140586
8421,NULL,NULL,2015-05-27,8379,0,554,2,0.2,0.311111111111,0.833333333333,6.0,ipod,2781.0,11581
8985,NULL,NULL,2015-05-26,129476,0,1453,5,0.355555555556,0.355555555556,0.666666666667,12.0,iphone,12553.75,179738
8624,NULL,NULL,2015-05-27,25449,0,214,2,0.177777777778,0.177777777778,0.4,5.0,iphone,77.0,25728
6024,NULL,NULL,2015-05-27,15829,0,7850,12,0.666666666667,0.688888888889,0.827586206897,29.0,iphone,15924.8181818,192896
8528,NULL,NULL,2015-05-27,14873,0,1438,7,0.222222222222,0.333333333333,0.333333333333,6.0,ipad,30359.0,197581
4968,NULL,NULL,NULL,NULL,-1,0,1,0.155555555556,0.155555555556,1.0,2.0,iphone,NULL,10985
1612,NULL,NULL,2015-05-26,168673,0,804,3,0.222222222222,0.222222222222,0.6,5.0,iphone,38450.0,245702
1649,NULL,NULL,NULL,NULL,0,0,1,0.222222222222,0.222222222222,0.75,4.0,iphone,NULL,165423
518,NULL,NULL,NULL,NULL,0,0,1,0.222222222222,0.222222222222,1.0,3.0,iphone,NULL,83417
330,NULL,NULL,2015-05-27,76140,0,2108,6,0.222222222222,0.222222222222,1.0,3.0,iphone,7529.6,113957
5741,NULL,NULL,NULL,NULL,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,ipad,NULL,103772
1374,NULL,NULL,NULL,NULL,0,0,1,0.177777777778,0.177777777778,0.5,4.0,iphone,NULL,169613
8992,NULL,NULL,2015-05-27,38977,0,5539,6,0.444444444444,0.444444444444,0.394736842105,38.0,iphone,17426.6,126064
4145,NULL,NULL,2015-05-26,95603,1,7873,10,0.444444444444,0.444444444444,0.6875,16.0,iphone,13964.3333333,222365
705,NULL,NULL,2015-05-27,18372,0,3295,3,0.288888888889,0.288888888889,0.342857142857,35.0,ipod,52323.0,124364
1457,NULL,NULL,NULL,NULL,0,0,1,0.266666666667,0.266666666667,1.0,5.0,ipad,NULL,202772
7761,NULL,NULL,2015-05-27,7228,0,4094,10,0.4,0.822222222222,0.611111111111,18.0,iphone,2718.66666667,31893
6297,NULL,NULL,2015-05-26,109710,1,1233,4,0.266666666667,0.266666666667,0.384615384615,13.0,ipod,31759.6666667,204992
444,NULL,NULL,2015-05-25,179528,0,472,2,0.222222222222,0.222222222222,0.428571428571,7.0,iphone,574.0,180142
2238,NULL,NULL,2015-05-27,25024,0,7962,22,0.4,0.4,0.365384615385,52.0,iphone,8361.95238095,200787
6949,NULL,NULL,NULL,NULL,-1,0,1,0.155555555556,0.155555555556,0.5,2.0,ipad,NULL,187923
7091,NULL,NULL,NULL,NULL,-1,0,1,0.133333333333,0.133333333333,NULL,NULL,iphone,NULL,113263
7524,NULL,NULL,2015-05-27,23919,-1,1301,4,0.177777777778,0.177777777778,0.0833333333333,12.0,iphone,27332.0,106162
1879,NULL,NULL,2015-05-26,91659,0,2928,4,0.555555555556,0.555555555556,0.882352941176,17.0,ipad,83039.3333333,255203
6792,NULL,NULL,2015-05-27,75656,0,11955,7,0.222222222222,0.222222222222,0.6,5.0,ipad,16564.5,178672
9958,NULL,NULL,NULL,NULL,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,iphone,NULL,4533
8216,NULL,NULL,2015-05-27,3031,0,3589,12,0.333333333333,0.333333333333,0.444444444444,27.0,iphone,3344.36363636,40025
5404,NULL,NULL,NULL,NULL,0,0,1,0.222222222222,0.222222222222,0.3,20.0,ipad,NULL,227362
9916,NULL,NULL,2015-05-27,84658,0,3485,3,0.333333333333,0.333333333333,0.722222222222,18.0,ipad,3145.5,92548
5340,NULL,NULL,2015-05-27,25373,0,40,3,0.222222222222,0.222222222222,0.6,5.0,iphone,100.0,25470
1166,NULL,NULL,2015-05-26,137131,0,329,2,0.288888888889,0.288888888889,0.75,12.0,ipad,20246.0,157707
9070,NULL,NULL,2015-05-26,165629,-1,9,3,0.133333333333,0.133333333333,NULL,NULL,ipad,29014.0,170622
1849,NULL,NULL,2015-05-26,139495,-1,113,1,0.133333333333,0.222222222222,1.0,1.0,ipad,NULL,139609
1533,NULL,NULL,NULL,NULL,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,ipod,NULL,3596
3728,NULL,NULL,NULL,NULL,-1,0,1,0.133333333333,0.133333333333,0.5,2.0,iphone,NULL,217750
8349,NULL,NULL,NULL,NULL,-1,0,1,0.133333333333,0.133333333333,NULL,NULL,ipad,NULL,97571
5489,NULL,NULL,NULL,NULL,0,0,1,0.222222222222,0.222222222222,1.0,2.0,ipad,NULL,5485
3665,NULL,NULL,2015-05-25,217353,-1,589,2,0.155555555556,0.155555555556,0.5,6.0,iphone,623.0,217943
1146,NULL,NULL,2015-05-25,200800,0,111,2,0.222222222222,0.222222222222,0.666666666667,3.0,ipad,1110.0,200912
2862,NULL,NULL,2015-05-27,29155,1,17564,19,0.533333333333,0.533333333333,0.412587412587,143.0,iphone,4809.11111111,115682
2754,NULL,NULL,2015-05-27,7695,0,3317,9,0.444444444444,0.444444444444,0.8,15.0,iphone,2272.75,26729
7598,NULL,NULL,2015-05-27,5451,0,4947,12,0.333333333333,0.444444444444,0.7,10.0,iphone,2689.09090909,36106
7006,NULL,NULL,2015-05-26,99660,0,219,2,0.222222222222,0.222222222222,0.75,4.0,iphone,1117.0,99880
5740,NULL,NULL,2015-05-25,192548,-1,276,1,0.133333333333,0.222222222222,0.333333333333,3.0,iphone,NULL,192825
9719,NULL,NULL,2015-05-27,52560,0,1996,2,0.355555555556,0.377777777778,0.888888888889,9.0,iphone,2263.0,54941
5019,NULL,NULL,2015-05-27,3751,-1,2199,4,0.177777777778,0.177777777778,0.190476190476,21.0,iphone,82878.0,253528
2537,NULL,NULL,NULL,NULL,-1,0,1,0.155555555556,0.155555555556,0.333333333333,3.0,ipad,NULL,47642
1858,NULL,NULL,NULL,NULL,1,0,1,0.222222222222,0.222222222222,1.0,3.0,iphone,NULL,99639
2516,NULL,NULL,NULL,NULL,0,0,1,0.155555555556,0.155555555556,1.0,2.0,ipad,NULL,89324
8652,NULL,NULL,NULL,NULL,0,0,1,0.177777777778,0.177777777778,1.0,3.0,iphone,NULL,128068
5766,NULL,NULL,NULL,NULL,-1,0,1,0.133333333333,0.133333333333,NULL,NULL,ipad,NULL,95880
5319,NULL,NULL,2015-05-27,75457,0,16359,10,0.666666666667,0.888888888889,0.384615384615,52.0,iphone,22704.4444444,205215
3834,NULL,NULL,2015-05-25,196542,0,2811,8,0.444444444444,0.711111111111,0.705882352941,17.0,iphone,3128.71428571,219689
7676,NULL,NULL,2015-05-27,72271,0,12118,6,0.555555555556,0.555555555556,0.625,24.0,ipad,17179.2,161082
8702,NULL,NULL,2015-05-27,5153,-1,142,3,0.133333333333,0.488888888889,0.333333333333,3.0,iphone,674.5,6595
6479,NULL,NULL,NULL,NULL,-1,0,1,0.133333333333,0.133333333333,0.5,2.0,iphone,NULL,193660
2344,NULL,NULL,NULL,NULL,-1,0,1,0.155555555556,0.155555555556,0.5,2.0,ipad,NULL,222317
7628,NULL,NULL,2015-05-27,33424,0,2362,5,0.333333333333,0.333333333333,0.545454545455,11.0,iphone,14638.5,92483
7573,NULL,NULL,2015-05-27,1892,-1,172,2,0.155555555556,0.155555555556,0.333333333333,3.0,iphone,18375.0,20395
8924,NULL,NULL,2015-05-26,122093,-1,94,2,0.133333333333,0.133333333333,NULL,NULL,iphone,95848.0,217943
4266,NULL,NULL,2015-05-27,27398,0,5313,19,0.333333333333,0.888888888889,0.176470588235,51.0,ipad,6082.94444444,133705
6853,NULL,NULL,NULL,NULL,0,0,1,0.222222222222,0.222222222222,0.75,4.0,iphone,NULL,20867
6107,NULL,NULL,2015-05-27,13736,-1,1267,3,0.155555555556,0.155555555556,0.285714285714,7.0,iphone,13912.5,40550
1723,NULL,NULL,2015-05-26,156997,-1,297,4,0.288888888889,0.311111111111,0.296296296296,27.0,iphone,885.333333333,159707
7128,NULL,NULL,2015-05-27,10434,-1,628,3,0.155555555556,0.311111111111,0.5,2.0,iphone,42811.0,96200
8456,NULL,NULL,NULL,NULL,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,iphone,NULL,55935
2174,NULL,NULL,2015-05-27,43882,0,1078,2,0.177777777778,0.177777777778,0.285714285714,7.0,ipad,191848.0,235732
3666,NULL,NULL,2015-05-27,31964,-1,1393,2,0.177777777778,0.177777777778,NULL,NULL,ipad,152393.0,185751
8101,NULL,NULL,NULL,NULL,0,0,1,0.155555555556,0.155555555556,1.0,2.0,ipad,NULL,170141
6065,NULL,NULL,NULL,NULL,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,ipad,NULL,98004
8846,NULL,NULL,NULL,NULL,-1,0,2,NULL,NULL,NULL,NULL,ipod,69.0,35067
2402,NULL,NULL,2015-05-25,210851,0,7,2,0.266666666667,0.266666666667,0.833333333333,6.0,iphone,93180.0,210859
5537,NULL,NULL,2015-05-26,166667,-1,37,2,0.133333333333,0.133333333333,NULL,NULL,iphone,58.0,166705
4193,NULL,NULL,2015-05-27,7332,0,6501,7,0.555555555556,0.666666666667,0.472222222222,36.0,ipad,40738.3333333,251954
5226,NULL,NULL,2015-05-27,42842,0,2281,4,0.444444444444,0.444444444444,0.761904761905,21.0,iphone,60466.0,224590
7371,NULL,NULL,2015-05-27,44819,-1,312,2,0.155555555556,0.155555555556,0.6,5.0,iphone,441.0,45132
5482,NULL,NULL,2015-05-27,79435,0,8384,1,0.466666666667,0.822222222222,0.8125,16.0,ipad,NULL,87820
3019,NULL,NULL,2015-05-27,22470,0,13874,3,0.666666666667,0.666666666667,0.633333333333,30.0,ipad,19932.5,65604
8644,NULL,NULL,2015-05-27,56723,0,15359,11,0.4,0.4,0.221153846154,104.0,ipad,19684.1,253854
4510,NULL,NULL,2015-05-27,42431,0,472,2,0.222222222222,0.222222222222,1.0,3.0,iphone,490.0,42904
7319,NULL,NULL,NULL,NULL,0,0,1,0.222222222222,0.222222222222,1.0,3.0,iphone,NULL,33847
7553,NULL,NULL,NULL,NULL,0,0,1,0.155555555556,0.155555555556,1.0,2.0,ipad,NULL,254440
4540,NULL,NULL,NULL,NULL,0,0,1,0.311111111111,0.311111111111,0.888888888889,9.0,ipad,NULL,77567
671,NULL,NULL,2015-05-27,11301,0,2823,21,0.444444444444,0.444444444444,0.647058823529,17.0,iphone,4221.75,95803
1065,NULL,NULL,NULL,NULL,0,0,1,0.222222222222,0.222222222222,1.0,3.0,iphone,NULL,27987
1257,NULL,NULL,NULL,NULL,0,0,1,0.333333333333,0.333333333333,0.777777777778,9.0,ipad,NULL,193415
2125,NULL,NULL,2015-05-27,18686,1,4721,11,0.333333333333,0.666666666667,0.666666666667,15.0,iphone,14788.2,158005
9863,NULL,NULL,2015-05-27,3548,1,6381,7,0.444444444444,0.844444444444,0.529411764706,34.0,iphone,12459.1666667,80352
6939,NULL,NULL,NULL,NULL,0,0,1,0.2,0.2,0.571428571429,7.0,iphone,NULL,135180
6473,NULL,NULL,2015-05-27,12133,0,2090,4,0.266666666667,0.444444444444,0.714285714286,7.0,ipad,2485.33333333,19622
4442,NULL,NULL,2015-05-27,25311,0,3845,4,0.4,0.4,0.666666666667,18.0,iphone,56973.6666667,196250
346,NULL,NULL,NULL,NULL,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,iphone,NULL,108998
6366,NULL,NULL,2015-05-26,150318,0,3445,9,0.333333333333,0.333333333333,0.333333333333,27.0,iphone,10354.125,233278
7104,NULL,NULL,NULL,NULL,0,0,2,0.222222222222,0.222222222222,1.0,3.0,iphone,0.0,116402
4879,NULL,NULL,2015-05-27,2827,0,943,4,0.222222222222,0.222222222222,1.0,3.0,iphone,80466.6666667,244228
5950,NULL,NULL,2015-05-27,16089,0,4395,7,0.333333333333,0.333333333333,0.6875,16.0,iphone,13426.6666667,96917
2446,NULL,NULL,2015-05-27,26945,1,8985,14,0.622222222222,0.711111111111,0.641025641026,39.0,iphone,7304.61538462,122641
9835,NULL,NULL,2015-05-27,69081,0,894,2,0.222222222222,0.222222222222,0.75,4.0,ipad,36876.0,69976
2742,NULL,NULL,2015-05-27,29036,0,3933,6,0.555555555556,0.711111111111,0.615384615385,26.0,iphone,23724.2,147790
8705,NULL,NULL,2015-05-27,10400,0,6307,12,0.622222222222,0.622222222222,0.365384615385,52.0,iphone,14996.0,177923
1941,NULL,NULL,2015-05-25,214135,0,7275,4,0.511111111111,0.511111111111,0.620689655172,29.0,iphone,4209.66666667,226690
199,NULL,NULL,NULL,NULL,-1,0,1,0.155555555556,0.155555555556,NULL,NULL,iphone,NULL,68262
818,NULL,NULL,2015-05-27,42362,-1,767,3,0.177777777778,0.177777777778,0.0833333333333,12.0,ipad,8125.0,58679
1351,NULL,NULL,2015-05-26,114818,0,447,3,0.2,0.2,0.571428571429,7.0,ipad,51851.0,130474
803,NULL,NULL,NULL,NULL,-1,0,1,0.133333333333,0.133333333333,0.333333333333,3.0,ipad,NULL,102413
6431,NULL,NULL,2015-05-27,32400,0,16679,10,0.733333333333,0.777777777778,0.553571428571,56.0,ipad,18734.3333333,207023
3471,NULL,NULL,2015-05-26,130995,0,1017,3,0.266666666667,0.266666666667,0.428571428571,14.0,iphone,47032.0,225066
2462,NULL,NULL,2015-05-27,2607,-1,241,2,0.155555555556,0.155555555556,1.0,2.0,ipad,603.0,2849
9314,NULL,NULL,2015-05-27,46560,0,853,2,0.4,0.4,0.733333333333,15.0,iphone,4693.0,47414
2468,NULL,NULL,2015-05-25,205728,0,1661,5,0.377777777778,0.377777777778,0.794871794872,39.0,ipad,1829.5,207511
9388,NULL,NULL,NULL,NULL,-1,0,1,0.155555555556,0.155555555556,0.333333333333,3.0,iphone,NULL,211710
832,NULL,NULL,NULL,NULL,-1,0,1,0.155555555556,0.155555555556,1.0,2.0,iphone,NULL,137422
5774,NULL,NULL,NULL,NULL,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,ipod,NULL,136432
5597,NULL,NULL,2015-05-27,42706,1,933,2,0.177777777778,0.177777777778,0.285714285714,7.0,ipad,3610.0,46473
3868,NULL,NULL,2015-05-27,75170,0,954,3,0.222222222222,0.4,0.3,10.0,iphone,19635.0,114681
9261,NULL,NULL,2015-05-27,4896,0,9520,15,0.533333333333,0.622222222222,0.355263157895,76.0,iphone,17920.7857143,255890
4524,NULL,NULL,2015-05-27,41686,-1,202,1,0.133333333333,0.133333333333,0.5,2.0,iphone,NULL,41889
6362,NULL,NULL,2015-05-27,16059,0,1124,1,0.177777777778,0.222222222222,0.285714285714,7.0,iphone,NULL,17184
3548,NULL,NULL,2015-05-27,19863,1,16518,27,0.733333333333,0.733333333333,0.297297297297,74.0,ipad,1166860.96154,211825
4931,NULL,NULL,2015-05-27,29675,1,3529,10,0.333333333333,0.333333333333,0.466666666667,15.0,ipad,10868.8888889,117433
8164,NULL,NULL,NULL,NULL,0,0,1,0.177777777778,0.177777777778,0.75,4.0,ipad,NULL,21880
8372,NULL,NULL,2015-05-27,28264,1,564,3,0.2,0.288888888889,0.571428571429,7.0,iphone,6015.0,40644
2880,NULL,NULL,2015-05-27,16685,0,4030,7,0.511111111111,0.555555555556,0.619047619048,21.0,ipad,14192.0,103519
7492,NULL,NULL,2015-05-25,176479,0,3296,6,0.444444444444,0.444444444444,0.545454545455,22.0,ipad,4159.0,197697
3643,NULL,NULL,NULL,NULL,0,0,1,0.266666666667,0.266666666667,0.666666666667,6.0,iphone,NULL,126178
4150,NULL,NULL,2015-05-27,38219,0,2069,1,0.222222222222,0.422222222222,0.3,10.0,ipad,NULL,40289
1299,NULL,NULL,NULL,NULL,-1,0,1,0.155555555556,0.155555555556,0.5,2.0,iphone,NULL,16038
712,NULL,NULL,2015-05-27,38540,0,13595,11,0.666666666667,0.711111111111,0.384615384615,52.0,ipad,17517.3,214246
3015,NULL,NULL,2015-05-27,21758,1,6272,2,0.622222222222,0.666666666667,0.685714285714,35.0,iphone,6423.0,29199
6690,NULL,NULL,2015-05-27,16298,0,5999,13,0.666666666667,0.733333333333,0.725,40.0,iphone,19498.1666667,250756
121,NULL,NULL,2015-05-26,170883,-1,6,2,0.133333333333,0.133333333333,1.0,1.0,ipod,29.0,170890
9379,NULL,NULL,NULL,NULL,0,0,1,0.155555555556,0.155555555556,1.0,2.0,ipad,NULL,130109
894,NULL,NULL,NULL,NULL,0,0,1,0.4,0.4,0.882352941176,17.0,ipod,NULL,164474
1958,NULL,NULL,2015-05-27,52336,0,627,1,0.177777777778,0.177777777778,0.285714285714,7.0,ipod,NULL,52964
6543,NULL,NULL,2015-05-27,2264,0,5885,11,0.177777777778,0.2,0.269230769231,26.0,ipad,3057.2,31787
9570,NULL,NULL,NULL,NULL,-1,0,1,0.177777777778,0.177777777778,0.0909090909091,11.0,iphone,NULL,151339
6470,NULL,NULL,NULL,NULL,0,0,1,0.155555555556,0.155555555556,1.0,2.0,iphone,NULL,36505
3754,NULL,NULL,2015-05-26,102866,-1,288,4,0.133333333333,0.222222222222,NULL,NULL,ipad,8219.33333333,127534
6691,NULL,NULL,2015-05-25,200076,0,1892,3,0.311111111111,0.311111111111,0.444444444444,27.0,ipod,17602.0,235217
629,NULL,NULL,NULL,NULL,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,ipad,NULL,176229
1309,NULL,NULL,2015-05-25,231276,0,684,2,0.444444444444,0.444444444444,0.916666666667,12.0,ipad,26985.0,231961
4460,NULL,NULL,2015-05-27,63531,0,520,1,0.222222222222,0.222222222222,1.0,2.0,iphone,NULL,64052
7409,NULL,NULL,NULL,NULL,0,0,1,0.177777777778,0.177777777778,0.666666666667,3.0,ipad,NULL,191867
8987,NULL,NULL,NULL,NULL,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,iphone,NULL,211333
9270,NULL,NULL,NULL,NULL,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,ipad,NULL,188527
4188,NULL,NULL,NULL,NULL,0,0,1,0.222222222222,0.222222222222,0.75,4.0,iphone,NULL,89397
4445,NULL,NULL,2015-05-26,148893,0,1700,2,0.222222222222,0.222222222222,0.6,5.0,iphone,72890.0,222364
8170,NULL,NULL,2015-05-27,56858,0,1822,4,0.333333333333,0.333333333333,0.888888888889,9.0,iphone,47984.6666667,192707
975,NULL,NULL,NULL,NULL,-1,0,1,0.133333333333,0.133333333333,NULL,NULL,iphone,NULL,32269
6834,NULL,NULL,2015-05-25,194331,-1,166,3,0.133333333333,0.133333333333,0.25,4.0,ipod,12178.0,194629
505,NULL,NULL,NULL,NULL,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,iphone,NULL,14728
4270,NULL,NULL,NULL,NULL,-1,0,1,0.133333333333,0.133333333333,NULL,NULL,ipad,NULL,130856
5827,NULL,NULL,2015-05-27,34082,0,2175,3,0.444444444444,0.511111111111,0.647058823529,17.0,iphone,7615.5,49982
7181,NULL,NULL,2015-05-26,158478,0,5285,2,0.555555555556,0.555555555556,0.75,20.0,iphone,82960.0,244357
827,NULL,NULL,2015-05-25,211554,0,1913,5,0.266666666667,0.266666666667,0.352941176471,17.0,ipad,41882.5,218650
4676,NULL,NULL,2015-05-27,26510,-1,1016,8,0.177777777778,0.177777777778,0.166666666667,12.0,ipad,13881.8571429,123729
2333,NULL,NULL,2015-05-27,8155,0,517,1,0.177777777778,0.177777777778,0.5,4.0,ipad,NULL,8673
4544,NULL,NULL,2015-05-27,17658,0,8190,6,0.666666666667,0.777777777778,0.558823529412,34.0,iphone,9721.4,67360
5344,NULL,NULL,2015-05-27,78656,0,1665,4,0.288888888889,0.288888888889,1.0,8.0,ipad,28364.0,163730
5125,NULL,NULL,2015-05-27,29305,-1,320,5,0.155555555556,0.155555555556,0.666666666667,3.0,ipod,8218.0,62376
6370,NULL,NULL,2015-05-26,93325,0,0,2,0.155555555556,0.155555555556,0.4,5.0,ipad,20.0,93326
1732,NULL,NULL,2015-05-27,19792,1,25187,13,1.0,1.11111111111,0.326923076923,104.0,ipad,15777.9166667,210989
9902,NULL,NULL,2015-05-26,170818,-1,141,2,0.133333333333,0.133333333333,1.0,1.0,iphone,5772.0,170960
2426,NULL,NULL,NULL,NULL,0,0,1,0.222222222222,0.222222222222,0.666666666667,3.0,iphone,NULL,85598
8610,NULL,NULL,2015-05-27,35591,0,1530,6,0.222222222222,0.222222222222,0.5,8.0,ipad,35046.0,211222
