"tsls";"rating";"ttp";"total.sessions";"completed";"completed.post";"win.rate";"tries";"device";"tbs";"tsad";"dia"
"71739";-1;11;2;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"1243.0";71751;147
"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"ipad";"NULL";95872;NA
"17840";0;1034;3;"0.288888888889";"0.333333333333";"0.8";"10.0";"ipad";"17074.0";52876;147
"101545";-1;25;3;"0.133333333333";"0.133333333333";"NULL";"NULL";"ipad";"56.5";101632;146
"NULL";0;0;1;"0.288888888889";"0.288888888889";"1.0";"7.0";"iphone";"NULL";9145;NA
"NULL";0;0;1;"0.177777777778";"0.177777777778";"0.5";"4.0";"iphone";"NULL";216954;NA
"NULL";-1;0;1;"0.155555555556";"0.155555555556";"1.0";"2.0";"ipod";"NULL";68067;NA
"49799";-1;311;2;"0.177777777778";"0.177777777778";"0.5";"4.0";"ipod";"43062.0";50111;147
"11758";1;2709;2;"0.177777777778";"0.177777777778";"0.272727272727";"11.0";"iphone";"5053.0";17242;147
"27257";0;6993;15;"0.555555555556";"0.622222222222";"0.611111111111";"18.0";"iphone";"13187.9285714";212290;147
"NULL";0;0;1;"0.4";"0.4";"0.785714285714";"14.0";"iphone";"NULL";186945;NA
"76735";0;219;1;"0.155555555556";"0.288888888889";"1.0";"2.0";"iphone";"NULL";76955;147
"192668";0;459;2;"0.222222222222";"0.222222222222";"0.75";"4.0";"ipad";"841.0";193128;145
"3572";0;2574;3;"0.333333333333";"0.333333333333";"0.888888888889";"9.0";"ipad";"84688.0";172992;147
"218324";-1;0;2;"NULL";"NULL";"NULL";"NULL";"iphone";"42.0";218325;145
"NULL";0;0;1;"0.266666666667";"0.266666666667";"1.0";"5.0";"ipad";"NULL";179013;NA
"88140";0;1361;3;"0.222222222222";"0.222222222222";"0.5";"4.0";"ipad";"60413.5";209028;146
"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"2.0";"iphone";"NULL";108654;NA
"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"ipad";"NULL";52674;NA
"NULL";-1;0;1;"NULL";"NULL";"NULL";"NULL";"ipod";"NULL";41682;NA
"211685";-1;34;2;"0.133333333333";"0.133333333333";"NULL";"NULL";"ipad";"78.0";211720;145
"NULL";0;0;1;"0.266666666667";"0.266666666667";"0.833333333333";"6.0";"iphone";"NULL";206894;NA
"1746";0;4432;9;"0.555555555556";"0.888888888889";"0.727272727273";"22.0";"iphone";"14337.25";115332;147
"7457";0;3632;2;"0.511111111111";"0.666666666667";"0.722222222222";"18.0";"iphone";"44967.0";53682;147
"40970";-1;489;2;"0.177777777778";"0.177777777778";"0.166666666667";"6.0";"iphone";"444.0";41482;147
"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"NULL";84691;NA
"9583";0;836;4;"0.222222222222";"0.466666666667";"0.75";"4.0";"iphone";"20021.6666667";69655;147
"NULL";0;0;1;"0.288888888889";"0.288888888889";"0.888888888889";"9.0";"ipad";"NULL";6258;NA
"147561";0;1830;1;"0.4";"0.4";"0.52";"25.0";"iphone";"NULL";149392;146
"8488";0;1574;4;"0.222222222222";"0.444444444444";"1.0";"3.0";"iphone";"1993.33333333";14577;147
"24015";-1;735;1;"0.155555555556";"0.155555555556";"NULL";"NULL";"ipad";"NULL";24751;147
"186756";-1;100;2;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"114882.0";186857;145
"NULL";-1;0;1;"0.155555555556";"0.155555555556";"1.0";"2.0";"ipad";"NULL";82260;NA
"858";0;2573;3;"0.222222222222";"0.466666666667";"1.0";"5.0";"iphone";"55864.0";113047;147
"190642";0;2391;4;"0.288888888889";"0.288888888889";"0.291666666667";"24.0";"ipad";"34234.3333333";228874;145
"34232";0;11086;18;"0.555555555556";"0.555555555556";"0.494623655914";"93.0";"iphone";"11781.8823529";214114;147
"6234";0;1717;1;"0.222222222222";"0.444444444444";"0.6";"5.0";"iphone";"NULL";7952;147
"NULL";0;0;1;"0.177777777778";"0.177777777778";"0.333333333333";"6.0";"iphone";"NULL";146410;NA
"26696";0;3151;4;"0.177777777778";"0.444444444444";"0.117647058824";"17.0";"iphone";"3768.0";96317;147
"173657";0;2273;4;"0.222222222222";"0.222222222222";"0.5";"4.0";"ipad";"25207.6666667";248849;145
"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"NULL";9529;NA
"98403";0;4123;4;"0.555555555556";"0.555555555556";"0.566666666667";"30.0";"iphone";"53038.0";258586;146
"NULL";0;0;1;"0.177777777778";"0.177777777778";"0.5";"4.0";"iphone";"NULL";176712;NA
"36376";0;3027;1;"0.444444444444";"0.733333333333";"0.5";"26.0";"iphone";"NULL";39404;147
"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"NULL";81582;NA
"NULL";-1;0;1;"NULL";"NULL";"NULL";"NULL";"ipad";"NULL";99535;NA
"74300";0;246;3;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"2640.5";79182;147
"58593";0;4306;1;"0.333333333333";"0.555555555556";"0.636363636364";"11.0";"iphone";"NULL";62900;147
"51887";-1;178;2;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"73480.0";125390;147
"NULL";0;0;1;"0.177777777778";"0.177777777778";"0.4";"5.0";"ipad";"NULL";18203;NA
"22526";0;2053;6;"0.4";"0.444444444444";"0.8125";"16.0";"iphone";"3444.4";40018;147
"109909";-1;396;1;"0.155555555556";"0.155555555556";"0.25";"4.0";"ipad";"NULL";110306;146
"95676";-1;95;2;"0.155555555556";"0.155555555556";"NULL";"NULL";"iphone";"3963.0";99657;146
"24885";0;504;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"ipod";"NULL";25390;147
"NULL";-1;0;1;"NULL";"NULL";"NULL";"NULL";"iphone";"NULL";99618;NA
"28290";0;13279;7;"0.688888888889";"0.888888888889";"0.5";"50.0";"iphone";"14214.5";121708;147
"31094";-1;250;1;"0.155555555556";"0.155555555556";"0.666666666667";"3.0";"iphone";"NULL";31345;147
"132410";-1;2190;5;"0.177777777778";"0.177777777778";"0.142857142857";"14.0";"ipad";"27376.5";227130;146
"191507";0;928;1;"0.288888888889";"0.288888888889";"1.0";"7.0";"iphone";"NULL";192436;145
"NULL";-1;0;1;"0.133333333333";"0.133333333333";"0.333333333333";"3.0";"ipad";"NULL";80002;NA
"246005";0;1401;2;"0.333333333333";"0.333333333333";"0.470588235294";"17.0";"ipad";"41667.0";247407;145
"68750";0;8956;11;"0.666666666667";"0.666666666667";"0.540540540541";"37.0";"iphone";"18056.7";250242;147
"13953";0;5141;8;"0.444444444444";"0.555555555556";"0.733333333333";"15.0";"iphone";"33484.0";248466;147
"33977";-1;781;3;"0.155555555556";"0.177777777778";"0.333333333333";"6.0";"ipad";"3396.5";41246;147
"203476";-1;191;2;"0.133333333333";"0.133333333333";"1.0";"1.0";"ipad";"43377.0";203668;145
"196198";-1;623;3;"0.333333333333";"0.333333333333";"0.636363636364";"11.0";"iphone";"34705.5";197500;145
"5433";0;2110;3;"0.4";"0.666666666667";"0.733333333333";"15.0";"ipad";"3501.0";13147;147
"256518";1;473;2;"0.155555555556";"0.155555555556";"0.75";"4.0";"iphone";"39706.0";256992;145
"27232";0;1814;2;"0.222222222222";"0.222222222222";"0.153846153846";"26.0";"iphone";"2807.0";30761;147
"10038";1;7578;6;"0.555555555556";"0.555555555556";"0.685714285714";"35.0";"iphone";"29241.0";155898;147
"1340";-1;99;1;"0.133333333333";"0.4";"1.0";"1.0";"ipod";"NULL";1440;147
"78775";-1;73;2;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"34967.0";78849;147
"17300";0;5824;6;"0.444444444444";"0.444444444444";"0.478260869565";"23.0";"ipad";"15790.6";96036;147
"99429";0;1302;3;"0.444444444444";"0.444444444444";"0.7";"20.0";"iphone";"810.0";100774;146
"14675";0;1520;1;"0.333333333333";"0.888888888889";"0.8";"10.0";"iphone";"NULL";16196;147
"79603";0;667;3;"0.177777777778";"0.177777777778";"0.666666666667";"6.0";"ipad";"13985.0";104142;147
"92224";0;5604;7;"0.4";"0.4";"0.38";"50.0";"iphone";"12737.1666667";168785;146
"251249";0;834;1;"0.288888888889";"0.288888888889";"0.875";"8.0";"iphone";"NULL";252084;145
"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"NULL";176182;NA
"219189";-1;387;6;"0.177777777778";"0.177777777778";"0.5";"4.0";"ipod";"4571.0";222310;145
"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"ipad";"NULL";172016;NA
"8581";0;6892;3;"0.555555555556";"0.555555555556";"0.761904761905";"21.0";"ipad";"3876.5";18589;147
"112158";0;2322;3;"0.444444444444";"0.444444444444";"1.0";"15.0";"iphone";"5076.0";122325;146
"45937";-1;445;4;"0.177777777778";"0.222222222222";"0.333333333333";"12.0";"ipod";"23589.6666667";90944;147
"73319";0;5500;12;"0.355555555556";"0.622222222222";"0.678571428571";"56.0";"iphone";"16689.9090909";257624;147
"64553";-1;185;2;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"45698.0";110286;147
"7808";0;1581;4;"0.288888888889";"0.444444444444";"0.6";"20.0";"iphone";"1226.33333333";11633;147
"NULL";0;0;1;"0.2";"0.2";"0.8";"5.0";"iphone";"NULL";196378;NA
"900";1;6067;3;"0.288888888889";"0.288888888889";"0.466666666667";"15.0";"ipad";"19158.0";41642;147
"65217";1;484;4;"0.177777777778";"0.177777777778";"0.666666666667";"3.0";"iphone";"44335.0";198290;147
"NULL";0;0;1;"0.222222222222";"0.222222222222";"0.75";"4.0";"iphone";"NULL";199528;NA
"NULL";-1;0;1;"NULL";"NULL";"NULL";"NULL";"iphone";"NULL";25066;NA
"36965";-1;576;3;"0.177777777778";"0.177777777778";"NULL";"NULL";"ipad";"4790.0";46868;147
"194879";-1;481;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"NULL";195361;145
"61666";0;454;1;"0.177777777778";"0.222222222222";"0.5";"4.0";"ipad";"NULL";62121;147
"188032";0;2704;2;"0.333333333333";"0.444444444444";"0.642857142857";"14.0";"iphone";"8800.0";198152;145
"104547";0;1897;6;"0.222222222222";"0.288888888889";"0.75";"4.0";"ipad";"17304.0";192101;146
"NULL";-1;0;1;"NULL";"NULL";"NULL";"NULL";"iphone";"NULL";66382;NA
"48698";1;11576;7;"0.333333333333";"0.333333333333";"0.475";"40.0";"ipad";"13652.3333333";131119;147
"51370";0;2582;6;"0.4";"0.4";"0.6";"25.0";"iphone";"25579.8";180367;147
"250333";-1;4;2;"NULL";"NULL";"NULL";"NULL";"ipad";"26.0";250338;145
"63787";0;1696;2;"0.266666666667";"0.288888888889";"0.666666666667";"9.0";"ipad";"88234.0";152617;147
"NULL";0;0;1;"0.177777777778";"0.177777777778";"0.666666666667";"3.0";"iphone";"NULL";138318;NA
"48544";0;2826;21;"0.444444444444";"0.444444444444";"0.555555555556";"18.0";"iphone";"7601.25";200647;147
"21345";0;1882;7;"0.444444444444";"0.444444444444";"0.9375";"16.0";"iphone";"14541.3333333";108752;147
"NULL";0;0;1;"0.2";"0.2";"0.8";"5.0";"ipod";"NULL";184411;NA
"NULL";0;0;1;"0.155555555556";"0.155555555556";"1.0";"2.0";"ipad";"NULL";229332;NA
"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"NULL";189079;NA
"106497";0;2920;5;"0.444444444444";"0.444444444444";"0.583333333333";"24.0";"iphone";"24031.75";203476;146
"NULL";0;0;1;"0.266666666667";"0.266666666667";"0.625";"8.0";"ipad";"NULL";141028;NA
"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"NULL";25047;NA
"NULL";0;0;1;"0.2";"0.2";"0.8";"5.0";"iphone";"NULL";238613;NA
"170500";-1;563;3;"0.155555555556";"0.155555555556";"0.5";"6.0";"iphone";"1532.5";173830;146
"NULL";-1;0;1;"0.133333333333";"0.133333333333";"0.5";"2.0";"iphone";"NULL";9860;NA
"195322";-1;129;2;"0.155555555556";"0.155555555556";"0.333333333333";"3.0";"ipad";"55188.0";195452;145
"57812";0;534;2;"0.222222222222";"0.511111111111";"1.0";"3.0";"iphone";"1022.0";59266;147
"181548";1;3841;3;"0.222222222222";"0.333333333333";"0.6";"5.0";"ipad";"683.0";185776;145
"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"NULL";116248;NA
"17031";-1;44;1;"0.133333333333";"0.222222222222";"NULL";"NULL";"iphone";"NULL";17076;147
"98781";0;8435;6;"0.711111111111";"0.711111111111";"0.565217391304";"46.0";"iphone";"36004.6";201504;146
"16237";0;11055;15;"0.666666666667";"1.0";"0.52380952381";"42.0";"iphone";"8875.85714286";141177;147
"53810";0;255;2;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"432.0";54066;147
"38259";0;154;3;"0.333333333333";"0.333333333333";"0.75";"8.0";"iphone";"103.5";38446;147
"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"NULL";55904;NA
"160151";0;1885;4;"0.333333333333";"0.333333333333";"0.315789473684";"19.0";"ipad";"25981.3333333";238255;146
"201653";0;996;5;"0.222222222222";"0.222222222222";"0.75";"4.0";"iphone";"6206.0";219987;145
"138744";1;306;2;"0.222222222222";"0.222222222222";"1.0";"3.0";"ipad";"382.0";139051;146
"NULL";0;0;1;"0.222222222222";"0.222222222222";"0.5";"4.0";"iphone";"NULL";233410;NA
"121809";1;1662;8;"0.333333333333";"0.333333333333";"0.45";"20.0";"iphone";"4979.28571429";146172;146
"NULL";1;0;1;"0.266666666667";"0.266666666667";"0.714285714286";"7.0";"iphone";"NULL";174498;NA
"75029";0;1076;2;"0.222222222222";"0.444444444444";"0.75";"4.0";"iphone";"1015.0";76230;147
"41525";-1;0;2;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"39.0";41526;147
"37823";0;621;4;"0.177777777778";"0.222222222222";"0.272727272727";"11.0";"ipad";"6727.33333333";58090;147
"12539";0;1043;2;"0.177777777778";"0.266666666667";"0.375";"8.0";"iphone";"440.0";13614;147
"NULL";-1;0;1;"0.155555555556";"0.155555555556";"0.2";"5.0";"iphone";"NULL";206627;NA
"NULL";-1;0;1;"NULL";"NULL";"NULL";"NULL";"iphone";"NULL";216803;NA
"NULL";-1;0;1;"0.155555555556";"0.155555555556";"0.25";"4.0";"ipad";"NULL";57481;NA
"138677";0;543;3;"0.222222222222";"0.222222222222";"0.75";"4.0";"iphone";"305.5";139242;146
"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"NULL";233474;NA
"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"4.0";"iphone";"NULL";112751;NA
"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"ipad";"NULL";200274;NA
"NULL";0;0;1;"0.4";"0.4";"0.785714285714";"14.0";"iphone";"NULL";186802;NA
"204599";0;4940;1;"0.222222222222";"0.222222222222";"0.137931034483";"29.0";"ipad";"NULL";209540;145
"98591";0;658;3;"0.177777777778";"0.177777777778";"0.375";"8.0";"ipod";"28292.0";99267;146
"NULL";-1;0;1;"0.155555555556";"0.155555555556";"0.5";"2.0";"iphone";"NULL";191881;NA
"116089";0;9776;13;"0.444444444444";"0.444444444444";"0.371794871795";"78.0";"ipad";"17593.4166667";248504;146
"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"ipad";"NULL";162233;NA
"105299";0;3705;2;"0.4";"0.4";"0.733333333333";"15.0";"iphone";"23346.0";130633;146
"NULL";0;0;1;"0.266666666667";"0.266666666667";"0.833333333333";"6.0";"iphone";"NULL";65119;NA
"5930";0;19874;19;"0.666666666667";"0.888888888889";"0.254901960784";"102.0";"iphone";"13575.7222222";250919;147
"82555";1;656;2;"0.222222222222";"0.222222222222";"0.8";"5.0";"iphone";"289.0";83265;147
"14555";0;4918;11;"0.333333333333";"0.333333333333";"0.428571428571";"35.0";"iphone";"10959.7";124477;147
"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"ipad";"NULL";99206;NA
"18310";0;37497;9;"1.11111111111";"1.11111111111";"0.411764705882";"102.0";"ipad";"21319.875";194941;147
"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"ipad";"NULL";27993;NA
"33146";-1;553;1;"0.155555555556";"0.4";"0.333333333333";"6.0";"ipad";"NULL";33700;147
"8422";0;8583;7;"0.666666666667";"0.666666666667";"0.806451612903";"31.0";"iphone";"31001.0";196950;147
"99806";0;481;2;"0.288888888889";"0.288888888889";"0.666666666667";"12.0";"ipad";"12502.0";100288;146
"33719";0;16086;37;"0.666666666667";"0.688888888889";"0.316455696203";"79.0";"iphone";"4660.77777778";202186;147
"9681";-1;2411;6;"0.333333333333";"0.688888888889";"0.333333333333";"15.0";"ipod";"3171.4";25412;147
"170871";0;812;2;"0.4";"0.4";"0.708333333333";"24.0";"ipad";"88883.0";171684;146
"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"ipad";"NULL";205976;NA
"18633";0;9503;8;"0.888888888889";"0.888888888889";"0.653846153846";"52.0";"ipad";"32581.7142857";240371;147
"165713";0;2002;4;"0.4";"0.4";"0.681818181818";"22.0";"iphone";"2185.0";171311;146
"105759";0;4174;8;"0.444444444444";"0.488888888889";"0.666666666667";"18.0";"iphone";"9264.0";170708;146
"122213";0;297;1;"0.155555555556";"0.222222222222";"1.0";"2.0";"iphone";"NULL";122511;146
"NULL";0;0;1;"0.155555555556";"0.155555555556";"1.0";"2.0";"iphone";"NULL";83103;NA
"6281";0;2269;5;"0.4";"0.444444444444";"0.625";"16.0";"iphone";"18561.75";80718;147
"133117";0;869;1;"0.288888888889";"0.288888888889";"0.857142857143";"7.0";"iphone";"NULL";133987;146
"177469";0;951;3;"0.333333333333";"0.333333333333";"0.777777777778";"9.0";"iphone";"1990.0";181410;145
"NULL";-1;0;1;"0.155555555556";"0.155555555556";"0.666666666667";"3.0";"ipad";"NULL";198180;NA
"NULL";0;0;1;"0.266666666667";"0.266666666667";"0.571428571429";"7.0";"iphone";"NULL";123184;NA
"NULL";0;0;1;"0.177777777778";"0.177777777778";"0.4";"5.0";"iphone";"NULL";138953;NA
"61013";-1;1834;2;"0.222222222222";"0.222222222222";"0.214285714286";"14.0";"ipod";"565.0";63412;147
"19609";-1;822;5;"0.133333333333";"0.133333333333";"0.0909090909091";"11.0";"ipad";"967.75";23635;147
"202061";0;17;2;"0.155555555556";"0.155555555556";"1.0";"2.0";"iphone";"93971.0";202079;145
"95348";1;5710;6;"0.333333333333";"0.333333333333";"0.310810810811";"74.0";"ipad";"2983.2";110609;146
"103744";0;1150;4;"0.333333333333";"0.333333333333";"0.8";"10.0";"iphone";"2764.66666667";112364;146
"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"NULL";188337;NA
"5283";-1;240;2;"0.155555555556";"0.155555555556";"0.5";"2.0";"ipad";"91253.0";96636;147
"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"NULL";206579;NA
"11336";0;15215;23;"0.666666666667";"0.777777777778";"0.567567567568";"37.0";"iphone";"8654.27272727";201734;147
"NULL";0;0;1;"0.155555555556";"0.155555555556";"0.75";"4.0";"iphone";"NULL";187230;NA
"171129";-1;62;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"NULL";171192;146
"211906";-1;293;2;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"94.0";212227;145
"4102";-1;1355;3;"0.266666666667";"0.666666666667";"0.666666666667";"9.0";"iphone";"63255.0";131968;147
"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"ipad";"NULL";210871;NA
"97129";0;1460;2;"0.288888888889";"0.288888888889";"0.727272727273";"11.0";"ipad";"86536.0";98590;146
"5720";0;1830;2;"0.4";"0.888888888889";"0.769230769231";"13.0";"iphone";"413.0";7722;147
"48548";-1;206;3;"0.155555555556";"0.155555555556";"0.5";"2.0";"ipod";"47725.5";109188;147
"34031";-1;622;3;"0.177777777778";"0.177777777778";"0.4";"5.0";"iphone";"47695.5";129803;147
"46880";0;4425;8;"0.444444444444";"0.444444444444";"0.62962962963";"27.0";"iphone";"2876.71428571";66932;147
"32691";0;2816;7;"0.222222222222";"0.222222222222";"0.4";"5.0";"iphone";"28242.0";202715;147
"221057";0;198;2;"0.222222222222";"0.222222222222";"0.75";"4.0";"iphone";"1147.0";221256;145
"96643";0;4327;9;"0.177777777778";"0.177777777778";"0.0555555555556";"36.0";"ipad";"19947.625";253434;146
"106446";1;13405;22;"0.666666666667";"0.666666666667";"0.535353535354";"99.0";"iphone";"11064.1904762";242549;146
"35103";1;2939;6;"0.333333333333";"0.333333333333";"0.228571428571";"35.0";"iphone";"34169.4";197553;147
"2747";0;22780;13;"0.888888888889";"1.11111111111";"0.56";"50.0";"ipad";"7643.16666667";92858;147
"NULL";-1;0;1;"0.133333333333";"0.133333333333";"0.333333333333";"3.0";"iphone";"NULL";82254;NA
"11409";-1;6148;5;"0.133333333333";"0.133333333333";"0.142857142857";"7.0";"iphone";"46783.75";200897;147
"34564";0;2842;6;"0.311111111111";"0.688888888889";"0.5625";"16.0";"iphone";"4925.6";59549;147
"28084";0;1081;2;"0.222222222222";"0.222222222222";"0.5";"6.0";"iphone";"10961.0";39808;147
"8598";0;433;2;"0.155555555556";"0.155555555556";"0.5";"4.0";"iphone";"497.0";9032;147
"46299";0;1026;4;"0.288888888889";"0.333333333333";"0.4";"15.0";"iphone";"317.666666667";48135;147
"NULL";0;0;1;"0.155555555556";"0.155555555556";"1.0";"2.0";"ipod";"NULL";78723;NA
"6513";-1;30;2;"NULL";"NULL";"NULL";"NULL";"iphone";"166.0";6544;147
"190708";1;353;2;"0.222222222222";"0.222222222222";"1.0";"4.0";"iphone";"398.0";191062;145
"122169";0;111;2;"0.155555555556";"0.155555555556";"1.0";"2.0";"iphone";"14538.0";122281;146
"24325";1;2440;4;"0.4";"0.733333333333";"0.846153846154";"13.0";"ipad";"3307.33333333";35244;147
"NULL";0;0;1;"0.666666666667";"0.666666666667";"0.583333333333";"36.0";"ipad";"NULL";194036;NA
"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"NULL";10970;NA
"122910";0;463;3;"0.222222222222";"0.222222222222";"1.0";"4.0";"iphone";"45290.5";206456;146
"169004";0;1266;2;"0.222222222222";"0.222222222222";"1.0";"3.0";"ipad";"3520.0";170271;146
"5929";0;2063;5;"0.333333333333";"0.333333333333";"0.409090909091";"22.0";"iphone";"2497.25";16057;147
"NULL";0;0;1;"0.222222222222";"0.222222222222";"0.5";"4.0";"iphone";"NULL";220136;NA
"NULL";-1;0;1;"0.155555555556";"0.155555555556";"0.5";"2.0";"iphone";"NULL";168274;NA
"51912";1;773;2;"0.177777777778";"0.333333333333";"0.333333333333";"6.0";"ipad";"424.0";52785;147
"85529";0;2725;3;"0.4";"0.666666666667";"0.434782608696";"23.0";"iphone";"1126.0";88310;147
